MSSubClass,LotArea,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,SaleCondition,SalePrice
20,25286,Norm,1Fam,1Story,4,5,1064,Y,1040,0,1040,1,0,1,0,3,5,0,2,648,1,Normal,132250
60,8834,Norm,1Fam,2Story,9,5,1462,Y,1462,762,2224,1,0,2,1,4,10,1,3,738,6,Normal,350000
85,11782,Norm,1Fam,SFoyer,5,7,1109,Y,1155,0,1155,1,0,1,0,3,6,0,2,576,6,Normal,148000
20,7000,Norm,1Fam,1Story,5,8,864,Y,864,0,864,1,0,1,0,3,6,0,1,336,7,Normal,136500
20,7024,Norm,1Fam,1Story,5,5,1090,Y,1090,0,1090,1,0,1,1,2,5,0,2,450,6,Normal,157000
50,13758,Norm,1Fam,1.5Fin,7,5,1156,Y,1187,530,1717,0,0,2,1,3,7,1,2,400,4,Normal,187500
60,9636,Norm,1Fam,2Story,6,5,808,Y,808,785,1593,0,0,2,1,3,7,1,2,389,12,Normal,178000
75,6204,Norm,1Fam,2.5Fin,4,5,795,N,954,795,2230,1,0,1,0,5,10,0,1,440,3,Normal,118500
20,7150,Norm,1Fam,1Story,5,5,892,Y,892,0,892,0,0,1,0,3,5,0,1,288,7,Normal,100000
120,5119,Norm,TwnhsE,1Story,9,5,1698,Y,1709,0,1709,1,0,2,0,2,5,1,2,506,1,Abnorml,328900
90,8393,Norm,Duplex,1Story,5,5,1626,Y,1712,0,1712,0,0,2,0,4,8,0,2,588,6,Family,145000
50,16466,Norm,1Fam,1.5Fin,5,7,816,Y,872,521,1393,0,0,1,1,3,8,0,1,300,4,Normal,135500
20,15865,Norm,1Fam,1Story,8,6,2217,Y,2217,0,2217,1,0,2,0,4,8,1,2,621,10,Normal,268000
20,12160,Feedr,1Fam,1Story,6,4,1505,Y,1505,0,1505,1,0,1,0,2,6,1,2,505,2,Normal,149500
50,8064,Artery,1Fam,1.5Fin,5,7,672,Y,672,252,924,0,0,1,0,3,6,1,2,576,7,Normal,122900
60,11184,Norm,1Fam,2Story,6,5,918,Y,918,765,1683,0,0,2,1,3,7,1,2,440,7,Normal,172500
20,8414,Norm,1Fam,1Story,6,8,1059,Y,1068,0,1068,0,1,1,0,3,6,0,1,264,2,Normal,154500
20,13284,PosN,1Fam,1Story,5,5,1383,Y,1383,0,1383,1,0,1,0,3,6,1,1,354,6,Normal,165000
90,7018,Norm,Duplex,1Story,5,5,0,Y,1535,0,1535,0,0,2,0,4,8,0,2,400,6,Alloca,118858
60,7056,Norm,1Fam,2Story,6,5,780,Y,983,813,1796,1,0,1,1,4,8,1,2,483,10,Normal,140000
30,8765,Norm,1Fam,1Story,4,6,951,N,951,0,951,0,0,1,0,2,6,0,1,327,4,Abnorml,106500
90,7018,Feedr,Duplex,2Story,5,5,0,Y,1120,1120,2240,0,0,2,0,6,12,0,2,528,6,Alloca,142953
20,12919,Norm,1Fam,1Story,9,5,2330,Y,2364,0,2364,1,0,2,1,2,11,2,3,820,3,Partial,611657
20,6993,Feedr,1Fam,1Story,5,7,912,Y,1236,0,1236,0,0,1,0,3,6,1,1,288,6,Normal,135000
20,7340,Norm,1Fam,1Story,4,6,858,Y,858,0,858,0,0,1,0,2,4,0,1,684,6,Normal,110000
20,8712,Norm,1Fam,1Story,5,7,992,Y,1306,0,1306,1,0,1,0,2,5,0,1,756,5,Normal,153000
60,7875,Norm,1Fam,2Story,7,5,783,Y,807,702,1509,0,0,2,1,3,8,1,2,393,7,Normal,180000
20,14859,Norm,1Fam,1Story,7,5,1670,Y,1670,0,1670,0,0,2,0,3,7,1,3,690,8,Partial,240000
20,6173,Norm,1Fam,1Story,5,6,876,Y,902,0,902,0,0,1,0,3,6,0,1,288,8,Normal,125500
20,9920,Norm,1Fam,1Story,5,5,1056,Y,1063,0,1063,1,0,1,0,3,6,0,1,280,2,Normal,128000
20,13501,Norm,1Fam,1Story,8,5,1623,Y,1636,0,1636,1,0,2,0,3,8,1,3,865,6,Normal,255000
50,11500,Norm,1Fam,1.5Fin,7,7,1017,Y,1020,1037,2057,0,0,1,1,3,6,1,1,180,6,Normal,250000
20,8885,Norm,1Fam,1Story,5,5,864,Y,902,0,902,1,0,1,0,2,5,0,2,484,6,Normal,131000
60,12589,Norm,1Fam,2Story,6,5,742,Y,742,742,1484,0,0,2,1,3,8,1,2,390,6,Normal,174000
90,11600,Feedr,Duplex,2Story,5,5,1105,Y,1105,1169,2274,0,0,2,0,5,12,0,2,480,1,Normal,154300
20,9286,Norm,1Fam,1Story,5,7,1268,Y,1268,0,1268,0,0,1,1,3,5,0,1,252,10,Normal,143500
30,6120,Norm,1Fam,1Story,5,7,768,N,1015,0,1015,0,0,1,0,3,6,0,1,450,7,Abnorml,88000
90,6270,Norm,Duplex,2Story,5,6,1001,N,1001,1001,2002,0,0,2,0,4,8,0,3,871,8,Normal,145000
160,3000,Norm,TwnhsE,2Story,6,5,612,Y,612,612,1224,0,0,2,1,2,4,0,2,528,6,Partial,173733
160,2001,Norm,Twnhs,2Story,4,5,546,Y,546,546,1092,0,0,1,1,3,6,0,1,286,1,Normal,75000
20,9000,Norm,1Fam,1Story,2,3,480,N,480,0,480,1,0,0,0,1,4,0,1,308,10,Abnorml,35311
20,17140,Norm,1Fam,1Story,4,6,1134,Y,1229,0,1229,0,0,1,0,3,6,0,1,284,4,Normal,135000
60,13125,Norm,1Fam,2Story,7,5,1104,Y,912,1215,2127,1,0,2,1,4,8,1,3,833,11,Normal,238000
20,11029,Norm,1Fam,1Story,6,8,1184,Y,1414,0,1414,1,0,1,0,3,6,1,2,601,5,Normal,176500
60,8462,Norm,1Fam,2Story,6,5,928,Y,936,785,1721,0,1,2,1,3,7,0,2,471,7,Normal,201000
90,8777,Feedr,Duplex,1.5Fin,5,7,1272,Y,1272,928,2200,2,0,2,2,4,9,0,0,0,9,Normal,145900
20,10237,RRAn,1Fam,1Story,6,5,1316,Y,1316,0,1316,0,0,2,0,3,6,1,2,397,10,Partial,169990
120,8012,Norm,TwnhsE,1Story,6,5,1604,Y,1617,0,1617,1,0,2,0,2,5,1,2,533,7,Normal,193000
20,10240,Norm,1Fam,1Story,6,6,1686,Y,1686,0,1686,1,0,2,0,3,7,1,2,612,5,Normal,207500
20,15611,Norm,1Fam,1Story,5,6,1126,Y,1126,0,1126,0,1,2,0,3,6,0,2,540,3,Abnorml,175000
60,11999,Norm,1Fam,2Story,8,5,1181,Y,1234,1140,2374,0,0,2,1,4,10,1,3,656,5,Normal,285000
60,9900,Feedr,1Fam,2Story,7,5,832,Y,1098,880,1978,0,0,2,1,4,9,1,2,486,4,Normal,176000
20,11838,Norm,1Fam,1Story,8,5,1753,Y,1788,0,1788,0,0,2,0,3,7,1,2,522,6,Normal,236500
60,13006,Norm,1Fam,2Story,7,5,964,Y,993,1243,2236,0,0,2,1,4,8,1,2,642,11,Normal,222000
20,8925,Norm,1Fam,1Story,8,5,1466,Y,1466,0,1466,0,0,2,0,3,7,0,3,610,7,Normal,201000
20,9100,Norm,1Fam,1Story,5,6,925,Y,925,0,925,0,1,1,0,2,5,0,1,429,7,Normal,117500
20,11670,RRNn,1Fam,1Story,9,5,1905,Y,1905,0,1905,0,0,2,0,3,8,1,3,788,3,Normal,320000
20,8487,Norm,1Fam,1Story,7,5,1500,Y,1500,0,1500,0,0,2,0,3,6,0,2,570,8,Normal,190000
20,27650,PosA,1Fam,1Story,7,7,585,Y,2069,0,2069,1,0,2,0,4,9,1,2,505,11,Normal,242000
30,5825,Norm,1Fam,1Story,4,5,600,Y,747,0,747,0,0,1,0,1,5,0,2,528,6,Normal,79900
20,10083,Norm,1Fam,1Story,7,5,1176,Y,1200,0,1200,1,0,2,0,2,5,0,2,555,8,Normal,184900
60,9675,Norm,1Fam,2Story,7,5,1113,Y,1113,858,1971,0,0,2,1,3,8,1,2,689,2,Normal,253000
60,8760,Norm,1Fam,2Story,7,5,1391,Y,1391,571,1962,0,0,2,1,3,7,0,3,868,8,Partial,239799
70,24090,Norm,1Fam,2Story,7,7,1032,Y,1207,1196,2403,0,0,2,0,4,10,2,1,349,6,Normal,244400
90,12640,Norm,Duplex,1Story,6,5,1728,Y,1728,0,1728,0,0,2,0,4,8,0,2,574,7,Normal,150900
60,8755,RRNn,1Fam,2Story,7,5,992,Y,1022,1038,2060,1,0,2,1,3,8,1,2,390,6,Normal,214000
90,7711,Norm,Duplex,1Story,4,3,1440,Y,1440,0,1440,2,0,2,0,4,8,0,0,0,8,Abnorml,150000
90,25000,Norm,Duplex,1Story,5,4,1632,Y,1632,0,1632,0,0,2,0,4,8,0,2,576,6,Normal,143000
20,14375,Norm,1Fam,SLvl,6,6,819,Y,1344,0,1344,0,1,1,0,3,7,1,2,525,1,Abnorml,137500
50,8820,Norm,1Fam,1.5Fin,5,6,1088,Y,1188,561,1869,0,0,1,0,2,7,0,2,456,9,Normal,124900
80,8163,Norm,1Fam,SLvl,5,6,1144,Y,1144,0,1144,1,0,1,0,3,6,1,1,796,3,Normal,143000
20,14536,Norm,1Fam,1Story,8,5,1616,Y,1629,0,1629,1,0,2,0,3,9,1,3,808,11,Normal,270000
60,14006,Norm,1Fam,2Story,7,5,936,Y,936,840,1776,0,0,2,1,3,7,1,2,474,2,Normal,192500
20,9360,Norm,1Fam,1Story,6,7,1161,Y,1381,0,1381,1,0,1,1,3,5,1,2,676,3,Normal,197500
20,7200,Norm,1Fam,1Story,5,8,864,Y,864,0,864,1,0,1,0,3,5,0,2,720,7,Normal,129000
20,7800,Norm,1Fam,1Story,5,5,828,Y,965,0,965,1,0,1,0,3,6,0,1,300,7,Abnorml,119900
85,7200,Norm,1Fam,SFoyer,5,8,768,Y,768,0,768,0,1,1,0,2,5,0,1,396,4,Normal,133900
60,11075,Norm,1Fam,2Story,5,4,784,Y,1168,800,1968,0,1,2,1,4,7,1,2,530,9,Normal,172000
90,9400,Norm,Duplex,SFoyer,6,5,945,Y,980,0,980,0,2,2,0,4,4,0,0,0,10,AdjLand,127500
90,7136,Norm,Duplex,2Story,6,6,979,N,979,979,1958,0,0,2,0,4,8,0,2,492,8,Normal,145000
160,1300,Norm,TwnhsE,2Story,6,6,561,Y,561,668,1229,0,0,1,1,2,5,1,2,462,5,Normal,124000
20,7420,Norm,1Fam,1Story,5,5,1057,Y,1057,0,1057,0,0,1,0,3,6,0,2,576,4,Normal,132000
20,8450,Norm,1Fam,1Story,7,5,1337,Y,1337,0,1337,1,0,2,0,3,6,0,2,531,10,Normal,185000
160,2572,Norm,Twnhs,2Story,7,5,696,Y,696,720,1416,1,0,2,1,3,6,0,2,484,5,Normal,155000
20,7207,Norm,1Fam,1Story,5,7,858,Y,858,0,858,1,0,1,0,2,4,0,0,0,2,Normal,116500
60,12227,PosN,1Fam,2Story,6,7,1330,Y,1542,1330,2872,1,0,2,1,4,11,1,2,619,7,Normal,272000
160,2308,Norm,TwnhsE,2Story,6,6,804,Y,804,744,1548,1,0,2,1,3,7,1,2,440,7,Normal,155000
20,11923,Norm,1Fam,1Story,9,5,1800,Y,1800,0,1800,0,0,2,0,2,7,0,2,702,5,Normal,239000
60,11316,Norm,1Fam,2Story,7,5,817,Y,824,1070,1894,1,0,2,1,4,8,1,2,510,2,Normal,214900
60,10237,RRAn,1Fam,2Story,6,5,783,Y,783,701,1484,0,0,2,1,3,8,1,2,393,7,Partial,178900
50,9600,Norm,1Fam,1.5Fin,5,7,728,Y,976,332,1308,1,0,1,1,2,7,2,1,256,6,Normal,160000
20,7390,Norm,1Fam,1Story,5,7,1098,Y,1098,0,1098,1,0,1,0,3,6,0,1,260,7,Normal,135000
50,5925,Norm,1Fam,1.5Fin,3,6,600,N,600,368,968,0,0,1,0,2,6,0,0,0,5,Abnorml,37900
190,10382,Norm,2fmCon,SLvl,6,5,588,Y,1095,0,1095,1,0,1,0,2,6,0,1,264,3,Normal,140000
50,10800,Norm,1Fam,1.5Fin,4,4,720,N,720,472,1192,0,0,1,1,4,6,0,0,0,12,Abnorml,135000
160,2268,Norm,Twnhs,2Story,7,5,764,Y,764,862,1626,0,0,2,0,2,6,0,2,474,7,Normal,173000
120,7892,Norm,TwnhsE,1Story,6,5,918,Y,918,0,918,0,0,2,0,2,5,1,1,264,4,Normal,99500
20,11639,Norm,1Fam,1Story,7,5,1428,Y,1428,0,1428,0,0,2,0,3,6,0,2,480,12,Partial,182000
70,11414,RRAn,1Fam,2Story,7,8,728,N,1136,883,2019,0,0,1,0,3,8,0,2,532,10,Normal,167500
160,2651,Norm,Twnhs,2Story,7,5,673,Y,673,709,1382,1,0,2,1,3,6,0,2,490,4,Normal,165000
30,5900,Norm,1Fam,1Story,4,7,440,Y,869,0,869,0,0,1,0,2,4,0,0,0,8,Normal,85500
120,4274,Norm,TwnhsE,1Story,7,5,1241,Y,1241,0,1241,1,0,1,1,1,4,0,2,569,11,Partial,199900
20,9450,Norm,1Fam,1Story,4,5,894,Y,894,0,894,0,0,1,0,3,5,0,2,400,5,Abnorml,110000
20,8816,Feedr,1Fam,1Story,5,6,1121,Y,1121,0,1121,1,0,1,0,3,5,0,2,480,6,Normal,139000
85,12122,Norm,1Fam,SFoyer,7,9,944,Y,999,0,999,1,0,1,0,3,6,0,2,588,7,Normal,178400
60,12203,Norm,1Fam,2Story,8,5,1225,Y,1276,1336,2612,1,0,2,1,4,8,1,3,676,7,Normal,336000
20,3182,Norm,1Fam,1Story,7,5,1266,Y,1266,0,1266,0,0,2,0,2,6,1,2,388,3,Normal,159895
60,11250,Norm,1Fam,2Story,8,5,1128,Y,1149,1141,2290,0,0,2,1,4,9,1,2,779,5,Normal,255900
90,10125,Norm,Duplex,1.5Fin,5,5,0,Y,1302,432,1734,0,0,2,0,4,8,0,2,539,8,Normal,126000
190,10880,Norm,2fmCon,1Story,5,5,1164,N,1164,0,1164,1,0,1,0,3,5,0,1,240,8,Normal,125000
50,5310,Feedr,1Fam,1.5Fin,6,8,485,Y,1001,634,1635,0,0,1,0,2,5,0,1,255,6,Normal,117000
20,10159,Norm,1Fam,1Story,9,5,1930,Y,1940,0,1940,1,0,2,1,3,8,1,3,606,4,Partial,395192
60,12046,Norm,1Fam,2Story,6,6,848,Y,1118,912,2030,0,0,2,1,4,8,1,2,551,6,Normal,195000
60,8125,Norm,1Fam,2Story,7,5,770,Y,778,798,1576,0,0,2,1,3,6,0,2,614,8,Partial,197000
60,9452,Norm,1Fam,2Story,8,5,1396,Y,1407,985,2392,1,0,2,1,3,7,1,3,870,6,Normal,348000
70,17671,Artery,1Fam,2Story,8,9,916,Y,916,826,1742,0,0,1,1,4,8,1,2,424,11,Normal,168000
60,9760,Norm,1Fam,2Story,6,8,822,Y,1020,831,1851,0,0,2,1,3,7,1,2,440,7,Normal,187000
60,8846,Norm,1Fam,2Story,6,5,750,Y,750,750,1500,0,0,2,1,3,6,0,2,564,8,Partial,173900
20,12456,Norm,1Fam,1Story,10,5,1700,Y,1718,0,1718,1,0,2,0,3,7,1,3,786,7,Normal,337500
50,4712,Feedr,1Fam,1.5Fin,4,7,747,Y,774,456,1230,1,0,1,1,3,5,0,1,305,8,Abnorml,121600
20,10659,Norm,1Fam,1Story,5,6,1050,Y,1050,0,1050,1,0,1,0,3,6,0,1,368,1,Normal,136500
20,11717,PosA,1Fam,1Story,6,6,1442,Y,1442,0,1442,0,0,2,0,2,6,1,2,615,2,Normal,185000
30,9786,Norm,1Fam,1Story,3,4,1007,N,1077,0,1077,0,0,1,0,3,6,1,1,210,5,Normal,91000
20,6762,Norm,1Fam,1Story,7,5,1187,Y,1208,0,1208,1,0,2,0,2,6,0,2,632,2,Normal,206000
20,10206,Norm,1Fam,1Story,3,3,0,N,944,0,944,0,0,1,0,2,4,0,2,528,7,Normal,82000
30,5400,Norm,1Fam,1Story,5,6,691,Y,691,0,691,0,0,1,0,2,4,0,1,216,1,Abnorml,86000
20,11957,RRAn,1Fam,1Story,8,5,1574,Y,1574,0,1574,0,0,2,0,3,7,1,3,824,7,Normal,232000
90,11500,Feedr,Duplex,1Story,5,6,1680,Y,1680,0,1680,0,0,2,0,4,8,0,2,528,6,Normal,136905
120,3182,Norm,TwnhsE,1Story,7,5,1346,Y,1504,0,1504,0,0,2,0,1,7,1,2,457,5,Normal,181000
80,8385,Norm,1Fam,SLvl,5,8,985,Y,985,0,985,0,0,2,0,3,6,0,1,328,11,Normal,149900
20,12155,PosN,1Fam,1Story,6,3,1657,Y,1657,0,1657,0,1,2,0,3,7,1,2,484,3,Normal,163500
160,2217,Norm,TwnhsE,2Story,4,4,546,Y,546,546,1092,0,0,1,1,3,6,0,1,286,8,Normal,88000
20,12118,Norm,1Fam,1Story,7,5,1710,Y,1710,0,1710,0,0,2,0,3,7,1,2,550,4,Normal,240000
50,6000,Norm,1Fam,1.5Fin,5,5,1008,Y,1008,0,1522,0,0,2,0,4,7,0,0,0,6,Normal,102000
50,21286,Norm,1Fam,1.5Fin,5,5,720,Y,720,551,1271,0,0,2,0,4,7,1,1,312,8,Normal,135000
90,9825,Norm,Duplex,1Story,5,5,0,N,1664,0,1664,0,0,2,0,4,8,0,0,0,5,Normal,100000
70,10592,Norm,1Fam,2Story,6,7,602,Y,900,602,1502,0,0,1,1,3,7,2,1,180,8,Normal,165000
30,7200,Norm,1Fam,1Story,5,4,1022,N,1022,0,1022,1,0,1,0,2,4,0,1,280,6,Normal,85000
20,11664,Artery,1Fam,1Story,6,5,1082,Y,1082,0,1082,0,0,1,0,2,5,1,1,240,11,Normal,119200
60,8400,Norm,1Fam,2Story,8,6,810,Y,810,855,1665,1,0,2,1,3,6,0,2,528,11,Normal,227000
20,11883,Norm,1Fam,1Story,7,5,1504,Y,1504,0,1504,1,0,2,0,3,6,1,2,478,6,Normal,203000
120,5814,Norm,TwnhsE,1Story,8,5,1220,Y,1360,0,1360,1,0,1,0,1,4,1,2,565,8,Abnorml,187500
80,10784,Norm,1Fam,SLvl,7,5,384,Y,802,670,1472,0,0,2,1,3,7,1,2,402,5,Normal,160000
120,3013,Norm,TwnhsE,1Story,7,5,1362,Y,1506,0,1506,0,0,2,0,2,6,1,2,440,4,Normal,213490
20,7024,Norm,1Fam,1Story,4,5,1132,Y,1132,0,1132,1,0,1,1,2,5,0,2,451,6,Normal,176000
20,7406,Norm,1Fam,1Story,7,5,1199,Y,1220,0,1220,1,0,2,0,2,6,0,2,632,7,Partial,194000
50,9439,Norm,1Fam,1.5Fin,5,5,912,Y,912,336,1248,0,0,1,0,2,6,0,1,160,3,Normal,87000
120,3182,Norm,TwnhsE,1Story,7,5,1346,Y,1504,0,1504,0,0,2,0,2,7,1,2,437,5,Normal,191000
20,15498,Norm,1Fam,1Story,8,6,1565,Y,2898,0,2898,1,0,2,0,2,10,1,2,665,5,Abnorml,287000
20,7700,Norm,1Fam,1Story,5,5,882,Y,882,0,882,1,0,1,0,3,5,0,2,461,3,Normal,112500
20,9300,Feedr,1Fam,1Story,5,5,1268,Y,1264,0,1264,1,0,1,0,3,6,2,2,461,4,Normal,167500
20,9520,Norm,1Fam,1Story,8,5,1638,Y,1646,0,1646,1,0,2,0,3,7,1,3,800,4,Partial,293077
50,9492,Artery,1Fam,1.5Fin,5,5,768,Y,968,408,1376,1,0,1,0,3,6,1,1,240,4,Normal,105000
160,1680,Norm,Twnhs,2Story,6,7,672,Y,672,546,1218,0,1,1,1,3,7,0,1,264,5,Normal,118000
190,7082,Norm,2fmCon,2Story,5,8,686,Y,948,980,1928,0,0,2,0,5,10,0,0,0,7,Normal,160000
75,15863,Norm,1Fam,2.5Fin,7,3,824,Y,1687,998,3082,1,0,2,1,5,12,2,2,672,8,Normal,197000
60,14541,Norm,1Fam,2Story,8,7,1338,Y,1352,1168,2520,1,0,2,1,5,10,1,3,796,11,Abnorml,310000
20,8125,Norm,1Fam,1Story,7,5,1654,Y,1654,0,1654,1,0,2,0,3,6,0,3,900,2,Normal,230000
30,6305,Norm,1Fam,1Story,5,7,920,Y,954,0,954,0,0,1,0,2,5,1,1,240,6,Normal,119750
20,11500,Norm,1Fam,1Story,4,3,0,N,845,0,845,0,0,1,0,3,5,0,1,290,1,Normal,84000
20,12898,Norm,1Fam,1Story,9,5,1620,Y,1620,0,1620,1,0,2,0,2,6,1,3,912,9,Normal,315500
60,9240,Norm,1Fam,2Story,8,5,1055,Y,1055,1208,2263,0,0,2,1,3,7,1,2,905,9,Normal,287000
160,1533,Norm,Twnhs,2Story,4,6,546,Y,798,546,1344,0,0,1,1,3,6,1,0,0,5,Normal,97000
180,1477,Norm,TwnhsE,SFoyer,4,4,630,Y,630,0,630,1,0,1,0,1,3,0,1,286,4,Normal,80000
20,13125,Norm,1Fam,1Story,5,4,1134,Y,1803,0,1803,1,0,2,0,3,8,1,2,484,1,Normal,155000
60,9130,Feedr,1Fam,2Story,6,8,800,Y,800,832,1632,0,1,1,1,4,7,0,2,484,7,Normal,173000
120,5381,Norm,Twnhs,1Story,6,5,1306,Y,1306,0,1306,1,0,2,0,1,5,1,2,624,8,Normal,196000
60,11839,Norm,1Fam,2Story,7,5,1475,Y,1532,797,2329,1,0,2,1,4,10,1,2,514,5,Normal,262280
20,9600,PosN,1Fam,1Story,8,5,2524,Y,2524,0,2524,1,0,2,1,4,9,1,2,542,7,Normal,278000
20,13680,Norm,1Fam,1Story,3,5,0,Y,1733,0,1733,0,0,2,0,4,8,1,2,452,6,Normal,139600
60,16056,Norm,1Fam,2Story,9,5,1992,Y,1992,876,2868,0,0,3,1,4,11,1,3,716,7,Partial,556581
20,9245,Norm,1Fam,1Story,5,5,990,Y,990,0,990,0,1,1,0,3,5,0,2,672,2,Normal,145000
20,21750,Norm,1Fam,1Story,5,4,0,Y,1771,0,1771,0,0,1,0,3,9,1,2,336,11,Normal,115000
20,11100,Norm,1Fam,1Story,4,7,0,Y,930,0,930,0,0,1,0,2,6,0,1,308,4,Abnorml,84900
20,8993,Norm,1Fam,1Story,7,5,1302,Y,1302,0,1302,0,0,2,0,3,6,0,2,436,8,Partial,176485
20,11175,Norm,1Fam,1Story,7,5,1316,Y,1316,0,1316,0,0,2,0,3,6,1,2,440,10,Partial,200141
60,9500,Artery,1Fam,2Story,6,6,816,Y,1127,850,1977,0,1,1,1,4,9,1,2,540,6,Normal,165000
20,8562,Norm,1Fam,1Story,5,6,1216,Y,1526,0,1526,0,0,1,0,4,7,1,1,364,5,Normal,144500
60,11367,Norm,1Fam,2Story,8,5,1065,Y,1091,898,1989,1,0,2,1,3,7,1,2,586,11,Normal,255000
20,11361,Norm,1Fam,1Story,6,5,1193,Y,1523,0,1523,0,1,2,0,3,7,1,2,478,5,Abnorml,180000
120,7052,Norm,TwnhsE,1Story,7,5,1364,Y,1364,0,1364,1,0,2,0,2,6,1,2,484,6,Normal,185850
60,29959,Norm,1Fam,2Story,7,6,973,Y,979,871,1850,0,0,2,1,3,7,1,2,467,1,Normal,248000
60,11308,Norm,1Fam,2Story,9,5,1104,Y,1130,1054,2184,1,0,2,1,3,10,1,3,836,7,Normal,335000
50,11275,Norm,1Fam,1.5Fin,6,7,854,Y,1096,895,1991,0,0,1,1,3,7,1,2,432,3,Normal,220000
120,4920,Norm,TwnhsE,1Story,8,5,1338,Y,1338,0,1338,1,0,2,0,2,6,0,2,582,4,Normal,213500
30,18000,Norm,1Fam,1Story,3,4,894,Y,894,0,894,0,0,1,0,2,6,0,3,1248,8,Normal,81000
190,13600,Norm,2fmCon,2Story,5,5,662,N,1422,915,2337,0,0,2,0,5,10,0,2,560,9,Normal,90000
30,6000,Artery,1Fam,1Story,6,6,1103,Y,1103,0,1103,0,0,1,0,2,5,1,2,440,7,Normal,110500
20,11000,Norm,1Fam,1Story,5,6,1154,Y,1154,0,1154,0,0,1,1,3,6,1,2,480,11,Normal,154000
60,14000,Norm,1Fam,2Story,7,5,1306,Y,1306,954,2260,1,0,2,1,3,7,0,2,533,4,Normal,328000
60,7837,Norm,1Fam,2Story,6,7,799,Y,799,772,1571,0,0,2,1,3,7,1,2,380,5,Normal,178000
60,9760,Norm,1Fam,2Story,6,6,780,Y,798,813,1611,1,0,1,1,4,7,0,2,442,6,Normal,167900
160,3964,Norm,TwnhsE,2Story,6,4,942,Y,1291,1230,2521,1,0,2,1,5,10,1,2,576,6,Normal,151400
45,9600,Norm,1Fam,1.5Unf,5,7,845,Y,893,0,893,0,1,1,0,2,4,0,2,576,5,Normal,135000
20,10152,Norm,1Fam,1Story,5,5,1048,Y,1048,0,1048,1,0,1,0,3,6,0,1,286,6,Normal,135000
60,11700,RRAn,1Fam,2Story,6,6,727,Y,829,727,1556,0,0,1,1,4,8,0,2,441,5,Normal,154000
50,7585,Artery,1Fam,1.5Fin,5,3,810,Y,1002,454,1456,1,1,1,0,4,7,1,1,280,8,Normal,91500
60,7950,Norm,1Fam,2Story,6,6,690,Y,698,728,1426,0,0,1,1,3,6,0,2,440,7,Normal,159500
20,8556,Norm,1Fam,1Story,7,5,1240,Y,1240,0,1240,0,0,2,0,2,5,0,3,826,5,Normal,194000
70,13125,Norm,1Fam,2Story,7,6,800,Y,960,780,1740,0,0,1,1,3,6,2,1,240,7,Normal,219500
50,10800,Norm,1Fam,1.5Fin,5,8,796,Y,1096,370,1466,0,1,2,0,3,7,1,2,566,4,Normal,170000
20,15870,Norm,1Fam,1Story,5,5,1096,Y,1096,0,1096,1,0,1,0,3,6,0,1,299,3,Abnorml,138800
120,4435,Norm,TwnhsE,1Story,6,5,848,Y,848,0,848,1,0,1,0,1,3,1,2,420,5,Normal,155900
20,8775,Norm,1Fam,1Story,5,5,990,Y,990,0,990,0,0,1,0,3,5,0,1,299,4,Normal,126000
20,11040,Norm,1Fam,1Story,6,7,1258,Y,1258,0,1258,0,1,2,0,3,5,0,2,528,10,Abnorml,145000
20,7500,Feedr,1Fam,1Story,5,5,1040,Y,1040,0,1040,1,0,1,1,3,5,0,1,308,6,Normal,133000
20,8749,Norm,1Fam,1Story,7,5,1459,Y,1459,0,1459,0,0,2,0,3,6,1,2,527,9,Normal,192000
20,8800,Norm,1Fam,1Story,6,6,1251,Y,1251,0,1251,1,0,1,0,3,6,2,1,461,3,Normal,160000
60,13031,Norm,1Fam,2Story,6,5,691,Y,691,807,1498,0,0,2,1,3,6,1,2,409,7,Normal,187500
85,9069,Norm,1Fam,SFoyer,6,6,936,Y,996,0,996,1,0,1,0,2,5,0,2,564,4,Normal,147000
160,1974,Norm,TwnhsE,2Story,4,5,546,Y,546,546,1092,0,0,1,1,3,6,0,1,286,5,Normal,83500
60,10574,Norm,1Fam,2Story,8,5,1082,Y,1082,871,1953,0,0,2,1,3,9,1,3,1043,5,Normal,252000
160,2522,Norm,Twnhs,2Story,7,5,970,Y,970,739,1709,0,0,2,0,3,7,0,2,380,4,Normal,137500
120,3316,Norm,TwnhsE,1Story,8,5,1247,Y,1247,0,1247,1,0,1,1,1,4,1,2,550,4,Normal,197000
90,8544,Norm,Duplex,1Story,3,4,0,N,1040,0,1040,0,0,2,0,2,6,0,2,400,6,Normal,92900
160,2160,Norm,Twnhs,2Story,7,5,600,Y,624,628,1252,1,0,2,1,2,4,0,2,462,3,Normal,160000
50,8400,Norm,1Fam,1.5Fin,6,5,1181,Y,1390,304,1694,0,0,2,0,4,7,1,2,576,6,Normal,136500
20,9230,Feedr,1Fam,1Story,5,8,864,Y,1200,0,1200,1,0,1,1,1,6,0,2,884,10,Normal,146000
20,5868,Norm,1Fam,1Story,5,7,936,Y,936,0,936,1,0,1,0,2,4,0,1,308,5,Normal,129000
